"product_id","name","category","mrp","discount_percent","discounted_selling_price"
1738,"Saffola Oats 100 % Natural","Packaged Food",1500,0,1500
2514,"Saffola Oats 100 % Natural","Chocolates & Candies",1500,0,1500
573,"Saffola Oats 100 % Natural","Cooking Essentials",1500,0,1500
2126,"Saffola Oats 100 % Natural","Ice Cream & Desserts",1500,0,1500
2740,"Bauli Moonfils Orange Puff Roll","Biscuits",1500,0,1500
2746,"Bauli Moonfils - Vanilla","Biscuits",1500,0,1500
88,"Carrot","Fruits & Vegetables",1300,15,1100
3624,"Chakaachak Super Steel Scrubber","Home & Cleaning",1200,8,1100
89,"Beetroot","Fruits & Vegetables",1100,18,900
2747,"Britannia Roll Yo! Choco Swiss Roll (With Egg)","Biscuits",1000,0,1000
2734,"Sunfeast Mom's Magic Cashew & Almond Biscuit","Biscuits",1000,0,1000
2735,"Britannia Roll Yo! Strawberry Swiss Roll","Biscuits",1000,0,1000
2726,"Britannia 50-50 Maska Chaska Biscuit","Biscuits",1000,0,1000
568,"Ching's Chow Mein Hakka Noodles Masala","Cooking Essentials",1000,0,1000
2121,"Ching's Chow Mein Hakka Noodles Masala","Ice Cream & Desserts",1000,0,1000
3622,"Rin Detergent Bar","Home & Cleaning",1000,0,1000
2509,"Ching's Chow Mein Hakka Noodles Masala","Chocolates & Candies",1000,0,1000
1733,"Ching's Chow Mein Hakka Noodles Masala","Packaged Food",1000,0,1000
2712,"Good Day Butter Cookies","Biscuits",1000,0,1000
1082,"Ching's Chow Mein Hakka Noodles Masala","Munchies",1000,0,1000
